cz,Name,AllAmericanIndian,AllAll,AllAsian,AllWhite,AllHispanic,AllBlack,HighAmericanIndian,HighAll,HighAsian,HighWhite,HighHispanic,HighBlack,LowAmericanIndian,LowAll,LowAsian,LowWhite,LowHispanic,LowBlack,MediumAmericanIndian,MediumAll,MediumAsian,MediumWhite,MediumHispanic,MediumBlack
cz38802,"The Dalles, OR & WA",14681.0,28436,32934.0,29735,28591.0,28279.0,14329.0,33201,35731.0,33635,35007.0,31027.0,14311.0,23422,28652.0,24135,27054.0,24681.0,14320.0,28246,31675.0,28666,30982.0,27973.0
cz26503,"Sioux Falls, SD",14538.0,34102,31900.0,35101,26641.0,24858.0,25493.0,37303,34112.0,37772,31684.0,31367.0,12812.0,26830,28940.0,28240,23879.0,22253.0,18891.0,31942,31156.0,32732,27755.0,26989.0
cz33603,"Frederick, OK",14524.0,25215,,28476,23528.0,13562.0,30649.0,35648,,34886,35379.0,23240.0,10821.0,22572,,25048,23404.0,14928.0,20399.0,29005,,29727,29332.0,19171.0
cz26408,"Glasgow, MT",14491.0,32515,,33583,,,34026.0,39609,,39823,,,13403.0,26230,,27569,,,23442.0,32720,,33312,,
cz25101,"Mountain Home, AR & MO",14489.0,25548,,25877,28987.0,,21879.0,32604,,32907,41380.0,,13451.0,21625,,21935,24679.0,,17470.0,27050,,27181,32797.0,
cz27601,"Rapid City, SD",14479.0,30962,29967.0,32613,27688.0,26234.0,23060.0,35511,33433.0,36179,35985.0,29862.0,13634.0,24927,24936.0,27107,21715.0,22752.0,18142.0,30121,28590.0,31404,28783.0,26447.0
cz5100,"Corinth, MS & TN",14461.0,23814,37057.0,25093,16540.0,19142.0,17689.0,31658,32920.0,32552,18970.0,25629.0,13703.0,19012,39154.0,19866,15428.0,17575.0,15611.0,25271,36433.0,25941,17156.0,21749.0
cz34303,"Riverton, WY",14161.0,31531,,33384,28840.0,24910.0,19046.0,37178,,37929,32850.0,,13421.0,26005,,28138,26775.0,26438.0,16102.0,31464,,32751,29785.0,21293.0
cz34307,"Colstrip, MT",14083.0,28123,,33830,,,23788.0,36369,,40484,,,11887.0,23140,,28840,,,17567.0,29633,,34279,,
cz22001,"Waterloo, IA",14082.0,34070,41344.0,35179,26260.0,22246.0,16341.0,37603,41371.0,38044,31415.0,29284.0,10798.0,26728,38492.0,28179,22659.0,20704.0,13561.0,32032,39714.0,32825,27014.0,25168.0
cz26201,"Bismarck, ND",14024.0,38516,34145.0,39609,29225.0,37159.0,23144.0,41148,32903.0,41760,32451.0,41411.0,11967.0,31673,23165.0,33556,25342.0,27527.0,17297.0,36242,27360.0,37384,28869.0,34561.0
cz27008,"Parkston, SD",13955.0,34282,,36127,18640.0,,22029.0,39848,,39743,34366.0,,12388.0,31196,,34125,12424.0,,16979.0,35386,,36770,23183.0,
cz35002,"Safford, AZ",13890.0,27432,,28732,29131.0,23792.0,24263.0,32568,,32043,34039.0,18900.0,12144.0,22495,,23713,26251.0,25853.0,17932.0,27469,,27691,30105.0,22257.0
cz26004,"International Falls, MN",13819.0,32413,,33143,36541.0,,15528.0,37297,,37608,52032.0,,14245.0,24968,,26031,27809.0,,14871.0,30994,,31498,38781.0,
cz21102,"Amery, WI",13798.0,32524,29083.0,33335,27428.0,,18036.0,36343,29818.0,36900,28669.0,,12144.0,26680,22398.0,27771,26250.0,,14990.0,31408,25602.0,32086,27449.0,
cz30901,"Clovis, NM & TX",13788.0,26543,38471.0,30212,23504.0,24398.0,25477.0,34592,39078.0,34824,34135.0,37646.0,11106.0,22928,38431.0,26083,22336.0,21887.0,17986.0,28675,38709.0,30237,28195.0,30007.0
cz27006,"Mitchell, SD",13558.0,33933,,34572,33589.0,,35503.0,39257,,39679,71701.0,,15095.0,28069,,28900,31357.0,,25092.0,33494,,33949,46339.0,
cz35802,"Ontario, ID & OR",13502.0,26461,31777.0,27629,23931.0,26031.0,23486.0,32009,35814.0,32667,26847.0,21616.0,10825.0,22698,19297.0,23262,23385.0,27169.0,16875.0,27296,26412.0,27754,25106.0,24302.0
cz27602,"Eagle Butte, SD",13475.0,18295,,30228,,,27925.0,25354,,26082,,,11575.0,16899,,31797,,,19440.0,21056,,29073,,
cz16702,"Morgantown, WV",13251.0,29773,44322.0,30236,30730.0,25213.0,15504.0,35617,44114.0,35864,34994.0,33417.0,11862.0,22533,32809.0,23084,23963.0,20565.0,13677.0,28970,37492.0,29164,29424.0,27242.0
cz23301,"Charleston, IL",13188.0,28838,35417.0,29396,24627.0,26582.0,10633.0,33675,37221.0,33980,28329.0,30586.0,11986.0,22220,29841.0,22910,21044.0,23331.0,11322.0,27873,32979.0,28194,24671.0,27099.0
cz25105,"Batesville, AR",13152.0,25259,26386.0,26149,20548.0,17226.0,15971.0,32513,19401.0,32983,27353.0,26435.0,11615.0,20829,28779.0,21646,19182.0,15726.0,13780.0,26606,24766.0,27068,23249.0,21249.0
cz27102,"Marshall, MN",13138.0,35816,34630.0,36710,21322.0,17653.0,13807.0,40112,39892.0,40602,25086.0,18793.0,11783.0,29866,31690.0,31505,19934.0,16543.0,12792.0,34820,35150.0,35757,22494.0,17701.0
cz13800,"Wayne, IN",12780.0,29499,32101.0,30254,27247.0,21572.0,15302.0,33145,32155.0,33632,31240.0,25912.0,10263.0,21991,32745.0,22840,23499.0,16721.0,12791.0,27498,32491.0,27993,27346.0,21476.0
cz14600,"Bloomington, IN",12726.0,27526,38062.0,28016,26364.0,23065.0,15786.0,32490,40407.0,32900,30065.0,30990.0,9281.0,20695,33746.0,21206,21461.0,17529.0,12540.0,26527,36562.0,26801,25746.0,24531.0
cz34902,"Socorro, NM",12662.0,23531,,30573,22319.0,,11154.0,33164,,35585,31325.0,,11912.0,20333,,25188,20694.0,,11540.0,26676,,30125,25989.0,
cz25800,"Blytheville, AR & MO",12427.0,22874,40419.0,25645,24601.0,18705.0,26393.0,32478,39816.0,32970,33660.0,29980.0,9975.0,19334,31141.0,20546,23277.0,18848.0,17844.0,25837,34801.0,26492,28431.0,24641.0
cz26504,"Watertown, SD",12165.0,34431,,35069,30059.0,26902.0,15662.0,38774,,38945,38339.0,30147.0,11687.0,29207,,30283,25705.0,25069.0,13668.0,33851,,34350,31901.0,27703.0
cz26604,"Mobridge, SD",12012.0,34190,,36308,,,25906.0,41905,,42001,,,11750.0,29983,,32732,,,18533.0,35709,,37045,,
cz27605,"Mission, SD",11797.0,18113,,29464,,,23446.0,31859,,40098,,,11434.0,16927,,26933,,,17167.0,24307,,33100,,
cz28002,"West Point, NE",11648.0,34775,,36704,22176.0,,14265.0,40276,,41008,23607.0,,10742.0,29930,,32643,21960.0,,12506.0,34929,,36552,22777.0,
cz10801,"Tuscaloosa, AL",11563.0,25328,48818.0,29941,23985.0,21258.0,13814.0,32468,47573.0,33317,32702.0,30660.0,7861.0,20340,38771.0,22123,19634.0,20343.0,10817.0,26338,42364.0,27472,26141.0,25712.0
cz5401,"Bowling Green, KY",11490.0,25930,25859.0,26802,24337.0,21402.0,10098.0,31774,33423.0,32238,28083.0,28081.0,11763.0,19814,18802.0,20361,22259.0,19258.0,10942.0,25733,25118.0,26048,25157.0,23848.0
cz20902,"Pittsfield, MA & VT",11468.0,31963,36568.0,32634,27523.0,25444.0,21215.0,35870,38765.0,36203,33410.0,33673.0,5643.0,23644,32519.0,24410,21718.0,21313.0,13299.0,29648,35165.0,30006,27530.0,27730.0
cz8701,"Hinesville, GA",11298.0,24536,30538.0,26142,27416.0,22909.0,21933.0,31241,37454.0,31757,35182.0,29471.0,6196.0,20640,26335.0,20663,24368.0,21034.0,13891.0,25886,31070.0,25976,29717.0,25423.0
cz17300,"Staunton, VA",11275.0,28337,41495.0,29290,25929.0,23021.0,9002.0,33288,44401.0,33822,31174.0,29901.0,13536.0,21630,40425.0,22278,22454.0,19805.0,11323.0,27387,42098.0,27792,26793.0,25060.0
cz25300,"Union City, KY & TN",11234.0,26025,36356.0,27419,23120.0,20486.0,6991.0,32315,40796.0,32908,22714.0,29586.0,15308.0,19966,26838.0,20856,22919.0,18613.0,11296.0,26075,32716.0,26624,22817.0,24323.0
cz26301,"Devils Lake, ND",11138.0,32588,,37063,,,18838.0,41037,,41793,,,10387.0,26335,,32475,,,14504.0,33430,,36814,,
cz26603,"East Corson UT, ND & SD",10407.0,23451,,34934,,,16839.0,35537,,36976,,,9900.0,22009,,34432,,,13354.0,28670,,35640,,
cz27007,"Huron, SD",9622.0,33227,,33770,20382.0,,,38620,,38683,36503.0,,11552.0,27103,,28046,16577.0,,15642.0,32703,,33047,26452.0,
cz1204,"Andrews, GA & NC",7438.0,23839,,24794,24903.0,16041.0,17784.0,31168,,31777,27105.0,24926.0,7109.0,19329,,20170,24562.0,14291.0,12430.0,25189,,25730,25825.0,19711.0
cz28503,"Trinidad, CO",,27559,,30963,25650.0,,,34229,,35368,34002.0,,,24420,,27981,22835.0,,,29248,,31485,28378.0,
cz12800,"Washington, IN",,30655,40168.0,31048,25615.0,21365.0,,34430,41319.0,34735,31205.0,24706.0,,22531,30820.0,23073,19119.0,18548.0,,28397,35223.0,28633,25141.0,21740.0
cz26402,"Baker, MT",,37802,,38078,,,,44040,,44649,,,,34167,,34980,,,,38876,,39430,,
cz31304,"Mason, TX",,29000,,32618,16255.0,,,31633,,32597,0.0,,,28485,,32754,13340.0,,,30033,,32679,4572.0,
cz27902,"York, NE",,35510,,36068,26960.0,,,39881,,40107,42140.0,,,29824,,30751,21982.0,,,34690,,35129,31787.0,
cz26003,"West Cook UT, MN",,30705,,31454,,,,33392,,33927,,,,25658,,27049,,,,29466,,30320,,
cz19903,"Chincoteague, VA",,26022,41225.0,29152,22722.0,21148.0,,33906,50955.0,34456,29077.0,31696.0,,22201,33530.0,23886,20054.0,21043.0,,27976,40376.0,28924,24549.0,26582.0
cz17200,"Harrisonburg, VA & WV",,28910,37660.0,29657,26756.0,24810.0,,33667,39144.0,34025,30850.0,29706.0,,22291,36387.0,22730,25744.0,22242.0,,27905,37564.0,28122,28279.0,26123.0
cz35202,"Gunnison, CO",,32320,,33264,28940.0,,,36928,,36901,36449.0,,,26157,,27752,25977.0,,,31422,,32076,31136.0,
cz6402,"Crossville, TN",,23262,38514.0,23844,19958.0,25247.0,,31115,38514.0,31605,19747.0,29213.0,,18875,41677.0,19367,19653.0,23775.0,,24934,40299.0,25231,19700.0,26598.0
cz27201,"Sioux Center, IA",,36501,37502.0,36954,28691.0,27602.0,,40092,48009.0,40545,35234.0,37568.0,,31418,27217.0,32437,26508.0,24440.0,,35616,35620.0,36232,30817.0,31187.0
cz1201,"Franklin, GA & NC",,25547,31508.0,26266,24179.0,22408.0,,31508,58842.0,31893,32120.0,14787.0,,20955,29195.0,21647,20460.0,24684.0,,26175,40005.0,26551,26266.0,19483.0
cz27402,"Fort Dodge, IA",,33982,38202.0,34631,25997.0,21772.0,,38861,41582.0,39213,32361.0,29228.0,,27089,32052.0,27983,21607.0,19306.0,,32809,36049.0,33254,26957.0,24469.0
cz32306,"Eagle Pass, TX",,27026,31692.0,31071,29541.0,,,41014,38322.0,35750,39786.0,,,27046,27221.0,29302,29538.0,,,33783,31933.0,32356,34530.0,
cz31501,"Crystal City, TX",,27863,,31669,28301.0,,,38833,,43700,37762.0,,,27886,,28821,28588.0,,,33202,,35675,33085.0,
cz5402,"Glasgow, KY & TN",,25207,30645.0,25753,20526.0,22698.0,,33944,31991.0,34599,21892.0,29390.0,,20444,27466.0,20823,20458.0,20816.0,,27113,29411.0,27404,21170.0,25276.0
cz31006,"Guymon, KS & OK & TX",,30365,,32269,30505.0,,,35097,,35014,37999.0,,,26534,,28760,29012.0,,,30735,,31727,33413.0,
cz26703,"Thief River Falls, MN",,36408,,36903,29371.0,,,40654,,40893,35734.0,,,31698,,32915,26816.0,,,36026,,36647,31214.0,
cz34104,"Bristol Bay, AK",,24040,,27940,,,,25785,,31326,,,,22587,,23163,,,,24168,,27065,,
cz12903,"Danville, KY",,24681,31771.0,25367,18091.0,22059.0,,31225,38482.0,31692,22527.0,27672.0,,18631,26621.0,19088,15182.0,19379.0,,24865,31656.0,25127,18769.0,23692.0
cz29002,"Coldwater, KS",,34838,,35975,,,,51717,,50783,,,,23422,,25341,,,,36280,,36565,,
cz32402,"Sweetwater, TX",,28136,,31266,26626.0,22075.0,,36261,,37707,31428.0,30474.0,,24819,,25790,25954.0,22535.0,,30425,,31418,28671.0,26662.0
cz30907,"Matador, TX",,21986,,22195,,,,21236,,22427,,,,21499,,22948,,,,21369,,22700,,
cz10501,"Columbus, AL & MS",,23854,33693.0,29585,25724.0,19646.0,,32385,37350.0,33512,37535.0,29363.0,,19842,28714.0,22660,20674.0,19113.0,,26048,32386.0,27843,29006.0,24447.0
cz11303,"Colonial Beach, VA",,28386,,31568,21430.0,24593.0,,34633,,35687,27174.0,32075.0,,23086,,24925,19623.0,23104.0,,28774,,30035,23382.0,27760.0
cz29102,"Superior, NE",,35673,,35962,,,,43205,,43296,,,,29933,,30414,,,,36270,,36362,,
cz26204,"Steele, ND",,39050,,40262,,,,47306,,50061,,,,36659,,37613,,,,41643,,43137,,
cz28608,"Kearney, NE",,33960,31401.0,34619,28306.0,,,37762,31376.0,38338,32297.0,,,28335,27577.0,29009,25027.0,,,32926,29211.0,33396,28635.0,
cz31007,"Dumas, TX",,29763,27608.0,32780,28094.0,26353.0,,35540,27923.0,36599,32094.0,26153.0,,25499,27761.0,27112,26950.0,25852.0,,30424,27831.0,31601,29500.0,26008.0
cz34302,"Worland, WY",,32639,,33932,27555.0,,,37431,,38009,35193.0,,,26760,,27990,25174.0,,,31967,,32709,30126.0,
cz26403,"Bowman, ND",,39455,,40494,,,,43884,,44072,,,,37428,,38857,,,,40524,,41283,,
cz27012,"Gettysburg, SD",,34522,,34532,,,,37098,,36872,,,,32594,,33209,,,,34793,,34942,,
cz39204,"Condon, OR",,35239,,34298,,,,44464,,42225,,,,26884,,26977,,,,35233,,34058,,
cz36401,"Steamboat Springs, CO",,32936,,33629,30078.0,,,35703,,36216,32083.0,,,26260,,26552,28444.0,,,30887,,31130,30245.0,
cz28607,"McCook, NE",,32684,,33140,28037.0,,,36261,,36740,28330.0,,,29564,,30011,27503.0,,,32837,,33190,27913.0,
cz4501,"West Liberty, KY",,20645,,21491,,,,30370,,31081,,,,18183,,18984,,,,24215,,24782,,
cz9702,"Americus, GA",,23933,45169.0,29316,20133.0,19585.0,,32276,47411.0,33500,36141.0,27160.0,,20065,44345.0,22896,17579.0,18915.0,,26106,45630.0,27960,26790.0,23201.0
cz13102,"Madison, IN & KY",,28805,,29495,24357.0,28133.0,,35029,,35617,32633.0,38248.0,,21700,,22321,21185.0,21739.0,,28270,,28655,26881.0,30233.0
cz14801,"Olney, IL",,29088,25783.0,29483,24697.0,30489.0,,34786,25780.0,35212,35515.0,23431.0,,23911,21241.0,24298,19085.0,33186.0,,29262,23199.0,29490,27244.0,28137.0
cz301,"Middlesborough, KY & TN",,20695,29607.0,21189,17542.0,19779.0,,30425,28614.0,31080,20227.0,24385.0,,17715,28938.0,18104,17057.0,19800.0,,24003,28799.0,24321,18621.0,22178.0
cz4800,"Greenville, MS",,21943,37343.0,32004,22619.0,18676.0,,33330,50608.0,35836,31801.0,28510.0,,19542,34814.0,24301,20484.0,18784.0,,26360,41043.0,29780,26120.0,23843.0
cz30906,"Memphis, TX",,27485,,31541,22809.0,20440.0,,36208,,34987,36395.0,40586.0,,25704,,30232,23879.0,18556.0,,30848,,32489,30057.0,29855.0
cz29001,"Pratt, KS",,31733,,32470,27192.0,,,36414,,37071,27218.0,,,25668,,26199,26886.0,,,30928,,31340,27050.0,
cz10802,"Demopolis, AL",,24982,,32356,24663.0,21797.0,,33500,,35458,13398.0,30524.0,,22169,,25906,26903.0,21527.0,,27762,,30440,20081.0,26206.0
cz26601,"Milbank, MN & SD",,36463,,36834,,,,40872,,41218,,,,32209,,33116,,,,36394,,36901,,
cz26409,"Glendive, MT & ND",,35968,,36176,32624.0,,,39935,,40406,32740.0,,,32342,,32373,32116.0,,,36022,,36134,32425.0,
cz402,"Martinsville, VA",,24942,38599.0,26703,23842.0,21855.0,,32633,44168.0,32902,26095.0,30292.0,,19456,32249.0,20042,23395.0,19701.0,,25975,37181.0,26199,24737.0,25213.0
cz30905,"Wellington, TX",,30027,,33212,24414.0,22489.0,,39582,,38099,42296.0,,,26116,,29847,24568.0,23947.0,,32650,,33731,33153.0,26211.0
cz36302,"Salmon, ID",,28920,,29462,23433.0,,,32655,,32995,27739.0,,,26665,,27330,22067.0,,,29614,,30027,24890.0,
cz11203,"Big Stone Gap, VA",,23598,44092.0,23974,22416.0,18084.0,,32241,36658.0,32735,28027.0,21252.0,,18508,24263.0,18847,16949.0,16943.0,,25304,29564.0,25499,22449.0,19164.0
cz21802,"Decorah, IA",,35640,35223.0,36048,26189.0,27096.0,,40285,40734.0,40572,34526.0,29116.0,,29557,28933.0,30144,22995.0,22616.0,,34740,33894.0,35015,28714.0,25994.0
cz26401,"Ekalaka, MT & SD",,36197,,36501,,,,38360,,39089,,,,35662,,35755,,,,36982,,37332,,
cz21201,"Hutchinson, MN",,35721,32763.0,36237,29630.0,18737.0,,38731,39810.0,38961,38910.0,41125.0,,29423,23337.0,30190,26175.0,5797.0,,33941,30330.0,34308,32408.0,23764.0
cz10101,"Bainbridge, GA",,24100,,27160,21976.0,21033.0,,32412,,32905,57074.0,29224.0,,21020,,22144,24043.0,20711.0,,26652,,27288,38451.0,25140.0
cz34309,"Harlowton, MT",,26297,,26428,,,,31763,,31498,,,,24124,,23926,,,,27892,,27542,,
cz6501,"Ellijay, GA",,23049,,23996,21612.0,,,30487,,31024,25796.0,,,18669,,19592,20529.0,,,24519,,25071,23148.0,
cz9003,"Dublin, GA",,24253,40640.0,28024,19058.0,20626.0,,31571,39560.0,32259,34658.0,29583.0,,20004,30258.0,21371,14807.0,19919.0,,25728,34184.0,26581,24619.0,24948.0
cz27301,"Spencer, IA",,36181,40414.0,36529,26114.0,35258.0,,40421,40038.0,40726,23953.0,50616.0,,30486,41306.0,30956,26796.0,25462.0,,35285,40756.0,35520,25388.0,37562.0
cz24801,"Jacksonville, IL",,29938,32125.0,30563,26895.0,20921.0,,35653,32653.0,35901,37235.0,27755.0,,22835,28219.0,23390,24617.0,19131.0,,29139,30121.0,29339,30829.0,23616.0
cz17501,"Cumberland, MD & WV",,28567,34633.0,28972,28398.0,23161.0,,35813,34399.0,36170,30430.0,31384.0,,22064,30664.0,22437,26954.0,20232.0,,28829,32265.0,28971,28680.0,26034.0
cz4601,"Campbellsville, KY",,23763,24320.0,24223,15644.0,23968.0,,31812,24882.0,32306,24304.0,27958.0,,20342,21750.0,20707,14448.0,22600.0,,26017,23099.0,26260,19248.0,25384.0
cz602,"Galax, NC & VA",,24492,,25346,23674.0,15913.0,,33326,,33840,35223.0,21133.0,,18623,,19402,22467.0,14413.0,,25895,,26312,28790.0,17817.0
cz27302,"Fairmont, IA & MN",,34780,38546.0,35402,26637.0,29892.0,,39172,37773.0,39448,33097.0,24088.0,,29447,39173.0,30167,26001.0,34609.0,,34162,38569.0,34517,29517.0,29152.0
cz27504,"Carroll, IA",,36526,36231.0,37156,29941.0,28747.0,,41656,37540.0,42061,43073.0,38910.0,,30454,30362.0,31777,28811.0,19029.0,,35843,33411.0,36557,35670.0,29270.0
cz26203,"Linton, ND",,35264,,35734,,,,39150,,39322,,,,34194,,34848,,,,36610,,36959,,
cz4101,"Crossett, AR",,25400,,27865,33959.0,18309.0,,31912,,32293,51223.0,24339.0,,19677,,21156,29309.0,17568.0,,25732,,26486,39288.0,21072.0
cz28602,"Norton, KS",,32762,,33470,24984.0,,,35226,,35472,32534.0,,,30747,,32251,18952.0,,,32942,,33778,25717.0,
cz25402,"Murray, KY",,26715,,27271,19877.0,22258.0,,32170,,32493,17180.0,28355.0,,20172,,20510,19953.0,21276.0,,26108,,26247,18572.0,24957.0
cz28606,"Wano, KS & NE",,33304,,34035,,,,38509,,37870,,,,30984,,32173,,,,34640,,34858,,
cz31103,"Gonzales, TX",,27647,,31878,27270.0,20528.0,,39293,,38478,38972.0,37551.0,,24689,,27011,26724.0,20623.0,,31791,,32410,32715.0,29359.0
cz13103,"Bardstown, KY",,29079,19201.0,30111,21818.0,22260.0,,34888,12029.0,35686,31010.0,26207.0,,23004,23965.0,23773,18067.0,21012.0,,28856,18685.0,29438,24515.0,23712.0
cz4702,"Clarksdale, MS",,23190,31565.0,29278,22177.0,19300.0,,33546,33685.0,34430,33143.0,30336.0,,19631,25882.0,22101,19036.0,19154.0,,26511,29234.0,27987,26060.0,24974.0
cz8602,"Brunswick, GA",,24556,29180.0,27375,23920.0,20954.0,,29940,31654.0,30852,27900.0,27173.0,,19745,26500.0,20816,19413.0,19748.0,,24792,28718.0,25624,23639.0,23609.0
cz29101,"Concordia, KS",,32688,,33169,20591.0,,,38847,,39344,24380.0,,,27591,,28142,14762.0,,,33058,,33396,19460.0,
cz31402,"Pecos, TX",,31231,43889.0,32044,32287.0,26725.0,,37944,43751.0,37215,38687.0,24461.0,,29062,36366.0,25678,31605.0,26928.0,,33384,39447.0,31134,35069.0,25651.0
cz27503,"Atlantic, IA",,34845,,35294,25141.0,,,39565,,39771,33075.0,,,29479,,30182,19504.0,,,34362,,34673,26261.0,
cz29103,"Beloit, KS",,34138,,34677,,,,38863,,39043,,,,28676,,29658,,,,33620,,34062,,
cz16703,"Buckhannon, WV",,27697,,28146,29802.0,,,35754,,36410,29533.0,,,22827,,23179,31819.0,,,29183,,29465,30683.0,
cz30603,"Truth or Consequences, NM",,23243,,26218,21158.0,,,33760,,36295,26525.0,,,21359,,23363,20648.0,,,27482,,29507,23573.0,
cz26302,"Carrington, ND",,38599,,39042,,,,45618,,45967,,,,31583,,31891,,,,38200,,38293,,
cz28604,"Colby, KS",,33947,,34368,30042.0,,,37918,,38039,41950.0,,,29364,,29960,23233.0,,,33526,,33763,32327.0,
cz8601,"Waycross, GA",,24072,35364.0,26424,26292.0,19121.0,,32962,39642.0,33578,30241.0,28190.0,,19999,31193.0,21189,25546.0,18389.0,,26410,34759.0,27113,27877.0,23485.0
cz23802,"Clinton, IA",,33668,36732.0,34382,27948.0,19603.0,,37649,37934.0,38119,32869.0,21961.0,,27260,28873.0,28204,22120.0,18567.0,,32325,32718.0,32873,27463.0,20324.0
cz28402,"Limon, CO",,30409,,31397,31156.0,,,36329,,37156,34348.0,,,26452,,27517,29936.0,,,31285,,32071,32117.0,
cz3002,"Yazoo City, MS",,22216,,30811,23707.0,18467.0,,33961,,35037,41603.0,27816.0,,20450,,25895,23099.0,18967.0,,27124,,30238,32105.0,23569.0
cz27003,"Ainsworth, NE",,34410,,34873,,,,44072,,44692,,,,31050,,31477,,,,37242,,37536,,
cz3202,"Natchez, LA & MS",,26023,,30871,21926.0,21864.0,,34370,,35778,23776.0,29860.0,,22859,,25633,20638.0,21569.0,,28533,,30446,22195.0,25882.0
cz28703,"Granby, CO",,32795,,32807,,,,33550,,33060,,,,31370,,31904,,,,32443,,32455,,
cz18500,"Amsterdam, NY",,30727,33312.0,31470,25461.0,23660.0,,36707,33246.0,37294,33717.0,29567.0,,24007,36497.0,24554,22977.0,19612.0,,30228,35088.0,30583,28310.0,24793.0
cz39205,"John Day, OR",,30544,,30424,,,,37025,,36090,,,,24148,,24738,,,,30451,,30125,,
cz34501,"Bonners Ferry, ID",,28160,,28607,30750.0,,,32163,,31541,61142.0,,,26103,,27070,28817.0,,,29089,,29203,42232.0,
cz4602,"Somerset, KY & TN",,21448,33865.0,21987,24293.0,14871.0,,30994,31480.0,31578,29689.0,18868.0,,17872,25330.0,18326,22854.0,12623.0,,24365,27977.0,24675,26254.0,15775.0
cz17502,"Winchester, VA & WV",,30345,43060.0,31100,27051.0,25744.0,,34311,43381.0,34555,31129.0,32181.0,,22811,32688.0,23404,23068.0,22596.0,,28480,37134.0,28720,27076.0,27573.0
cz15600,"Wheeling, OH & WV",,30761,43389.0,31313,25142.0,22733.0,,37043,44096.0,37507,27995.0,29398.0,,23703,41753.0,24195,22978.0,19567.0,,30236,42748.0,30494,25473.0,24683.0
cz26804,"Cooperstown, ND",,34744,,35089,,,,39113,,38938,,,,32213,,32894,,,,35564,,35739,,
cz29008,"Center, KS",,36095,,36451,,,,41572,,42041,,,,30963,,31289,,,,36069,,36285,,
cz28301,"Sterling, CO",,32478,32372.0,34052,27687.0,,,38420,42835.0,38818,38252.0,,,27553,26359.0,29507,24834.0,,,32838,33237.0,33879,31421.0,
cz21702,"Austin, MN",,33501,32667.0,34406,26847.0,19564.0,,37606,34540.0,38177,30690.0,17543.0,,27407,31263.0,28247,25749.0,19569.0,,32380,32667.0,32921,28202.0,18516.0
cz13502,"Defiance, OH",,31012,44433.0,31657,27020.0,24279.0,,34974,48709.0,35424,30250.0,27767.0,,22931,33858.0,23577,22739.0,19393.0,,28861,39812.0,29215,26476.0,23749.0
cz29505,"Polk, MO",,32138,,32685,21569.0,,,37249,,37587,39756.0,,,26717,,27447,16143.0,,,31859,,32232,27765.0,
cz26107,"Kirksville, MO",,28063,30464.0,28208,39206.0,27356.0,,32884,32834.0,33125,35232.0,36031.0,,23535,28851.0,23585,41576.0,20945.0,,28146,30560.0,28139,38374.0,28754.0
cz34604,"Lusk, WY",,33832,,35257,,,,33708,,35589,,,,34236,,35524,,,,33976,,35555,,
cz2100,"Washington, NC",,25993,27438.0,29814,21436.0,20806.0,,32649,36310.0,33420,30687.0,29342.0,,20922,23765.0,23554,19623.0,19899.0,,26720,29138.0,28263,25137.0,24813.0
cz3102,"Brookhaven, MS",,25315,,28223,31042.0,21302.0,,32575,,33715,39418.0,28574.0,,21487,,22529,27360.0,20902.0,,26966,,27871,33247.0,24892.0
cz31102,"La Grange, TX",,32528,,36902,28382.0,22755.0,,39757,,40613,36166.0,31289.0,,26220,,30345,26433.0,22687.0,,32784,,35141,31229.0,27156.0
cz32302,"Brady, TX",,27419,,31288,24815.0,17745.0,,37697,,38215,32855.0,,,24356,,27039,24167.0,18788.0,,30874,,32305,28479.0,33881.0
cz34306,"Jordan, MT",,24376,,25551,,,,41600,,43649,,,,17705,,18839,,,,29332,,30418,,
cz29202,"Marysville, KS",,33741,,34079,,,,38724,,38897,,,,28712,,29242,,,,33572,,33775,,
cz28302,"Ogallala, CO & NE",,32747,,33328,29715.0,,,37426,,37563,41788.0,,,28575,,29372,25651.0,,,32888,,33232,33473.0,
cz31302,"Beeville, TX",,30103,35861.0,36586,28413.0,25820.0,,39577,46924.0,42702,36590.0,38506.0,,26564,28190.0,29357,27043.0,24267.0,,32876,35810.0,35535,31742.0,31569.0
cz26101,"Moberly, MO",,27533,23765.0,28399,28789.0,18513.0,,34637,25749.0,35078,35156.0,22570.0,,22004,24038.0,22846,25804.0,17727.0,,28233,24774.0,28676,30425.0,20231.0
cz34602,"Rawlins, WY",,31643,,33061,28061.0,,,36405,,37577,29187.0,,,24399,,23964,27269.0,,,30282,,30406,28221.0,
cz31404,"Alpine, TX",,27094,,29535,31227.0,,,35149,,32685,37318.0,,,25668,,25390,31105.0,,,30322,,28870,34154.0,
cz9002,"Milledgeville, GA",,23831,37966.0,27724,26740.0,20719.0,,30330,37986.0,31531,37081.0,27381.0,,19286,38450.0,19840,21893.0,19470.0,,24754,38250.0,25441,29397.0,23584.0
cz23302,"Douglas, IL",,31037,38989.0,31362,30054.0,21290.0,,36754,40133.0,37132,33108.0,26330.0,,23127,29587.0,23513,25764.0,14864.0,,29810,34029.0,29970,29404.0,20748.0
cz4502,"Hazard, KY",,21780,62654.0,22267,25624.0,20015.0,,29421,47180.0,29415,36413.0,25947.0,,17872,34136.0,18403,21145.0,18082.0,,23583,39433.0,23677,28705.0,22163.0
